Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;1;19;100,0;1;1;0;0;100,00;15;4;0;3;1;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;2;34;100,0;1;1;0;2;94,12;20;12;4;2;0;6;5;1
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;3;50;100,0;1;1;0;0;100,00;37;13;5;3;0;5;5;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;4;85;100,0;1;1;0;0;100,00;49;36;3;5;10;18;16;2
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Moholt;70;100,0;1;1;0;0;100,00;52;18;6;6;1;5;5;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Sluppen;118;100,0;1;1;0;2;98,31;69;47;6;7;10;24;21;3
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt;188;100,0;1;1;0;2;98,94;121;65;12;13;11;29;26;3
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;1;8;100,0;1;1;0;0;100,00;6;2;0;1;1;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;2;14;100,0;1;1;0;8;42,86;4;2;1;1;0;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;3;34;100,0;1;1;0;0;100,00;24;10;0;3;0;7;6;1
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;4;18;100,0;1;1;0;0;100,00;10;8;2;1;2;3;3;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Moholt;42;100,0;1;1;0;0;100,00;30;12;0;4;1;7;6;1
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Sluppen;32;100,0;1;1;0;8;75,00;14;10;3;2;2;3;3;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt;74;100,0;1;1;0;8;89,19;44;22;3;6;3;10;9;1
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;1;5;100,0;1;1;0;0;100,00;4;1;0;1;0;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;2;7;100,0;1;1;0;2;71,43;2;3;0;2;0;1;1;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;3;30;100,0;1;1;0;0;100,00;17;13;1;5;1;6;6;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;4;22;100,0;1;1;0;0;100,00;16;6;0;2;0;4;4;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Moholt;35;100,0;1;1;0;0;100,00;21;14;1;6;1;6;6;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Sluppen;29;100,0;1;1;0;2;93,10;18;9;0;4;0;5;5;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt;64;100,0;1;1;0;2;96,88;39;23;1;10;1;11;11;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;6;100,0;1;1;0;0;100,00;2;4;3;1;0;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;2;18;100,0;1;1;0;6;66,67;6;6;4;1;0;1;1;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;3;39;100,0;1;1;0;0;100,00;25;14;3;6;2;3;3;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;4;27;100,0;1;1;0;0;100,00;19;8;2;4;2;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Moholt;45;100,0;1;1;0;0;100,00;27;18;6;7;2;3;3;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Sluppen;45;100,0;1;1;0;6;86,67;25;14;6;5;2;1;1;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt;90;100,0;1;1;0;6;93,33;52;32;12;12;4;4;4;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;1;24;100,0;1;1;0;0;100,00;20;4;3;1;0;0;0;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;2;39;100,0;1;1;0;4;89,74;21;14;7;5;1;1;1;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;3;82;100,0;1;1;0;0;100,00;54;28;7;6;7;8;8;0
20570V72811;Sundland;EV6 S76D1 m1539;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;4;46;100,0;1;1;0;0;100,00;37;9;4;2;1;2;2;0
