Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;1;15;100,0;1;1;0;0;100,00;15;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Moholt;15;100,0;1;1;0;0;100,00;15;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt;15;100,0;1;1;0;0;100,00;15;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;1;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Moholt;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;1;2;100,0;1;1;0;0;100,00;2;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Moholt;2;100,0;1;1;0;0;100,00;2;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt;2;100,0;1;1;0;0;100,00;2;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;1;100,0;1;1;0;0;100,00;0;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Moholt;1;100,0;1;1;0;0;100,00;0;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt;1;100,0;1;1;0;0;100,00;0;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;1;6;100,0;1;1;0;0;100,00;5;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;Totalt i retning Moholt;6;100,0;1;1;0;0;100,00;5;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;Totalt;6;100,0;1;1;0;0;100,00;5;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;1;10;100,0;1;1;0;0;100,00;9;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;Totalt i retning Moholt;10;100,0;1;1;0;0;100,00;9;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T05:00+01:00;2020-02-25T06:00+01:00;2020-02-25;05:00;06:00;Totalt;10;100,0;1;1;0;0;100,00;9;1;0;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;1;71;100,0;1;1;0;0;100,00;68;3;3;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;Totalt i retning Moholt;71;100,0;1;1;0;0;100,00;68;3;3;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T06:00+01:00;2020-02-25T07:00+01:00;2020-02-25;06:00;07:00;Totalt;71;100,0;1;1;0;0;100,00;68;3;3;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T07:00+01:00;2020-02-25T08:00+01:00;2020-02-25;07:00;08:00;1;207;100,0;1;1;0;0;100,00;202;5;4;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T07:00+01:00;2020-02-25T08:00+01:00;2020-02-25;07:00;08:00;Totalt i retning Moholt;207;100,0;1;1;0;0;100,00;202;5;4;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T07:00+01:00;2020-02-25T08:00+01:00;2020-02-25;07:00;08:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T07:00+01:00;2020-02-25T08:00+01:00;2020-02-25;07:00;08:00;Totalt;207;100,0;1;1;0;0;100,00;202;5;4;1;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T08:00+01:00;2020-02-25T09:00+01:00;2020-02-25;08:00;09:00;1;233;100,0;1;1;0;0;100,00;213;20;4;9;7;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T08:00+01:00;2020-02-25T09:00+01:00;2020-02-25;08:00;09:00;Totalt i retning Moholt;233;100,0;1;1;0;0;100,00;213;20;4;9;7;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T08:00+01:00;2020-02-25T09:00+01:00;2020-02-25;08:00;09:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T08:00+01:00;2020-02-25T09:00+01:00;2020-02-25;08:00;09:00;Totalt;233;100,0;1;1;0;0;100,00;213;20;4;9;7;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T09:00+01:00;2020-02-25T10:00+01:00;2020-02-25;09:00;10:00;1;131;100,0;1;1;0;0;100,00;124;7;2;4;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T09:00+01:00;2020-02-25T10:00+01:00;2020-02-25;09:00;10:00;Totalt i retning Moholt;131;100,0;1;1;0;0;100,00;124;7;2;4;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T09:00+01:00;2020-02-25T10:00+01:00;2020-02-25;09:00;10:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T09:00+01:00;2020-02-25T10:00+01:00;2020-02-25;09:00;10:00;Totalt;131;100,0;1;1;0;0;100,00;124;7;2;4;1;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T10:00+01:00;2020-02-25T11:00+01:00;2020-02-25;10:00;11:00;1;157;100,0;1;1;0;0;100,00;144;13;9;4;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T10:00+01:00;2020-02-25T11:00+01:00;2020-02-25;10:00;11:00;Totalt i retning Moholt;157;100,0;1;1;0;0;100,00;144;13;9;4;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T10:00+01:00;2020-02-25T11:00+01:00;2020-02-25;10:00;11:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T10:00+01:00;2020-02-25T11:00+01:00;2020-02-25;10:00;11:00;Totalt;157;100,0;1;1;0;0;100,00;144;13;9;4;0;0;0;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T11:00+01:00;2020-02-25T12:00+01:00;2020-02-25;11:00;12:00;1;125;100,0;1;1;0;0;100,00;116;9;4;3;1;1;1;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T11:00+01:00;2020-02-25T12:00+01:00;2020-02-25;11:00;12:00;Totalt i retning Moholt;125;100,0;1;1;0;0;100,00;116;9;4;3;1;1;1;0
63028V72219;Moholt rampe til Moholt;EV6 S76D1 m3523 KD3 m121;2020-02-25T11:00+01:00;2020-02-25T12:00+01:00;2020-02-25;11:00;12:00;Totalt i retning Ranheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
