Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;1;14;100,0;1;1;0;0;100,00;12;2;2;0;0;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;2;25;100,0;1;1;0;0;100,00;21;4;1;3;0;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;3;10;100,0;1;1;0;0;100,00;6;4;0;2;2;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;4;8;100,0;1;1;0;0;100,00;5;3;1;0;1;1;1;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Ila;32;100,0;1;1;0;0;100,00;25;7;2;3;1;1;1;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Lademoen;25;100,0;1;1;0;0;100,00;19;6;2;2;2;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt;57;100,0;1;1;0;0;100,00;44;13;4;5;3;1;1;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;1;5;100,0;1;1;0;0;100,00;5;0;0;0;0;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;2;3;100,0;1;1;0;0;100,00;2;1;1;0;0;0;0;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;3;6;100,0;1;1;0;0;100,00;1;5;0;3;0;2;2;0
81077V72158;Havnegata;RV706 S1D1 m8399;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;4;2;100,0;1;1;0;0;100,00;0;2;0;2;0;0;0;0
