Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;1;33;100,0;1;1;0;0;100,00;28;5;2;1;0;2;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;2;19;100,0;1;1;0;0;100,00;16;3;0;2;0;1;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;3;9;100,0;1;1;0;0;100,00;6;3;0;0;1;2;1;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;4;11;100,0;1;1;0;0;100,00;7;4;0;1;1;2;2;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Lade;42;100,0;1;1;0;0;100,00;34;8;2;1;1;4;3;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Strindheim;30;100,0;1;1;0;0;100,00;23;7;0;3;1;3;3;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt;72;100,0;1;1;0;0;100,00;57;15;2;4;2;7;6;1
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;1;4;100,0;1;1;0;0;100,00;1;3;1;1;1;0;0;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;2;7;100,0;1;1;0;0;100,00;4;3;1;1;0;1;1;0
06750V2429605;Bromstadvegens forlengelse;FV6664 S1D1 m4425;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;3;1;100,0;1;1;0;0;100,00;1;0;0;0;0;0;0;0
