Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Volum;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;1;7;100,0;1;1;0;0;100,00;7;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Stjørdal;7;100,0;1;1;0;0;100,00;7;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt i retning Trondheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T00:00+01:00;2020-02-25T01:00+01:00;2020-02-25;00:00;01:00;Totalt;7;100,0;1;1;0;0;100,00;7;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;1;2;100,0;1;1;0;0;100,00;0;2;0;1;0;1;1;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Stjørdal;2;100,0;1;1;0;0;100,00;0;2;0;1;0;1;1;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt i retning Trondheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T01:00+01:00;2020-02-25T02:00+01:00;2020-02-25;01:00;02:00;Totalt;2;100,0;1;1;0;0;100,00;0;2;0;1;0;1;1;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;1;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Stjørdal;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt i retning Trondheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T02:00+01:00;2020-02-25T03:00+01:00;2020-02-25;02:00;03:00;Totalt;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;1;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Stjørdal;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt i retning Trondheim;0;100,0;1;1;0;0;100,00;0;0;0;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T03:00+01:00;2020-02-25T04:00+01:00;2020-02-25;03:00;04:00;Totalt;4;100,0;1;1;0;0;100,00;3;1;1;0;0;0;0;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;1;27;100,0;1;1;0;0;100,00;21;6;2;1;2;1;1;0
40649V2411511;Grillstadtunnelen fra Rotvoll;EV6 S76D1 m6960 KD2 m325;2020-02-25T04:00+01:00;2020-02-25T05:00+01:00;2020-02-25;04:00;05:00;Totalt i retning Stjørdal;27;100,0;1;1;0;0;100,00;21;6;2;1;2;1;1;0
