Detector,Time,qPKW
04300V72813_1,36230,1
10236V72161_1,36230,1
10236V72161_3,36230,2
16219V72812_2,36230,2
21801V72158_1,36230,1
21801V72158_2,36230,1
27372V72852_2,36230,1
81077V72158_1,36230,1
81077V72158_3,36230,2
04211V1677432_2,36240,1
04300V72813_1,36240,1
10236V72161_1,36240,1
16219V72812_1,36240,1
16219V72812_2,36240,1
21801V72158_2,36240,1
81077V72158_1,36240,1
81077V72158_2,36240,1
81077V72158_3,36240,1
04211V1677432_2,36250,1
04300V72813_1,36250,1
04300V72813_3,36250,1
10236V72161_2,36250,1
16219V72812_1,36250,1
16219V72812_2,36250,1
21801V72158_1,36250,1
21801V72158_2,36250,2
27372V72852_1,36250,1
27372V72852_2,36250,2
81077V72158_1,36250,1
81077V72158_2,36250,2
81077V72158_3,36250,1
04211V1677432_1,36260,1
04300V72813_1,36260,1
04300V72813_3,36260,1
10236V72161_2,36260,1
16219V72812_1,36260,1
16219V72812_2,36260,1
16219V72812_3,36260,1
21801V72158_1,36260,1
21801V72158_2,36260,1
27372V72852_1,36260,1
27372V72852_2,36260,1
81077V72158_1,36260,1
81077V72158_2,36260,1
81077V72158_4,36260,1
88356V72157_2,36260,1
04211V1677432_1,36270,1
04300V72813_1,36270,1
04300V72813_3,36270,1
10236V72161_2,36270,1
16219V72812_1,36270,2
16219V72812_2,36270,1
21801V72158_1,36270,1
21801V72158_2,36270,1
27372V72852_1,36270,1
27372V72852_2,36270,2
81077V72158_1,36270,1
81077V72158_3,36270,2
81077V72158_4,36270,1
04211V1677432_2,36280,1
04300V72813_1,36280,1
04300V72813_3,36280,1
10236V72161_1,36280,1
10236V72161_2,36280,1
16219V72812_1,36280,2
16219V72812_2,36280,1
16219V72812_3,36280,1
21801V72158_2,36280,1
81077V72158_1,36280,1
81077V72158_3,36280,1
81077V72158_4,36280,1
88356V72157_6,36280,1
04211V1677432_2,36290,1
16219V72812_1,36290,4
16219V72812_2,36290,1
21801V72158_2,36290,2
81077V72158_1,36290,1
04211V1677432_2,36300,1
16219V72812_1,36300,2
16219V72812_2,36300,2
21801V72158_1,36300,1
21801V72158_2,36300,2
27372V72852_1,36300,1
27372V72852_2,36300,1
81077V72158_1,36300,1
81077V72158_3,36300,1
88356V72157_4,36300,1
88356V72157_6,36300,1
04211V1677432_2,36310,1
04300V72813_1,36310,1
16219V72812_2,36310,1
16219V72812_4,36310,1
21801V72158_1,36310,2
21801V72158_2,36310,1
27372V72852_1,36310,1
27372V72852_2,36310,1
81077V72158_1,36310,1
88356V72157_1,36310,1
04211V1677432_2,36320,1
04300V72813_1,36320,1
10236V72161_2,36320,1
10236V72161_3,36320,2
10236V72161_4,36320,1
16219V72812_2,36320,1
21801V72158_1,36320,1
21801V72158_2,36320,2
27372V72852_1,36320,1
27372V72852_2,36320,1
81077V72158_2,36320,2
81077V72158_3,36320,1
88356V72157_1,36320,2
10236V72161_1,36330,1
10236V72161_2,36330,1
16219V72812_1,36330,1
16219V72812_2,36330,1
21801V72158_1,36330,1
21801V72158_2,36330,1
27372V72852_1,36330,1
81077V72158_1,36330,1
81077V72158_2,36330,2
81077V72158_4,36330,1
88356V72157_1,36330,1
04211V1677432_1,36340,1
10236V72161_1,36340,1
10236V72161_3,36340,1
16219V72812_1,36340,1
16219V72812_2,36340,2
21801V72158_1,36340,1
27372V72852_2,36340,1
81077V72158_1,36340,1
81077V72158_2,36340,1
88356V72157_1,36340,1
88356V72157_6,36340,1
04300V72813_1,36350,1
10236V72161_2,36350,1
10236V72161_3,36350,1
16219V72812_1,36350,2
16219V72812_2,36350,2
21801V72158_1,36350,1
21801V72158_2,36350,1
81077V72158_3,36350,1
88356V72157_1,36350,1
10236V72161_1,36360,1
10236V72161_2,36360,1
16219V72812_1,36360,3
16219V72812_2,36360,3
21801V72158_1,36360,1
21801V72158_2,36360,3
27372V72852_1,36360,1
27372V72852_2,36360,1
81077V72158_1,36360,1
81077V72158_2,36360,2
04211V1677432_1,36370,1
04300V72813_1,36370,1
16219V72812_1,36370,1
16219V72812_2,36370,2
21801V72158_2,36370,1
27372V72852_1,36370,1
27372V72852_2,36370,1
81077V72158_2,36370,1
81077V72158_3,36370,1
10236V72161_2,36380,1
16219V72812_1,36380,2
16219V72812_2,36380,1
21801V72158_2,36380,2
27372V72852_1,36380,2
27372V72852_2,36380,1
81077V72158_1,36380,1
81077V72158_3,36380,1
88356V72157_1,36380,1
04211V1677432_2,36390,2
04300V72813_1,36390,1
10236V72161_2,36390,1
16219V72812_2,36390,1
21801V72158_2,36390,2
27372V72852_1,36390,1
27372V72852_2,36390,1
81077V72158_1,36390,1
81077V72158_2,36390,1
81077V72158_4,36390,1
88356V72157_2,36390,1
04211V1677432_2,36400,1
10236V72161_2,36400,1
16219V72812_1,36400,1
16219V72812_2,36400,2
16219V72812_4,36400,1
21801V72158_1,36400,1
21801V72158_2,36400,3
27372V72852_2,36400,1
04211V1677432_2,36410,1
10236V72161_1,36410,2
10236V72161_2,36410,1
16219V72812_1,36410,2
21801V72158_1,36410,2
21801V72158_2,36410,2
81077V72158_1,36410,1
81077V72158_4,36410,1
88356V72157_1,36410,1
88356V72157_6,36410,1
04211V1677432_2,36420,2
10236V72161_1,36420,1
10236V72161_2,36420,1
16219V72812_1,36420,2
21801V72158_2,36420,2
81077V72158_3,36420,2
81077V72158_4,36420,1
88356V72157_1,36420,1
04300V72813_1,36430,1
04300V72813_3,36430,1
10236V72161_4,36430,1
16219V72812_1,36430,2
16219V72812_2,36430,1
16219V72812_3,36430,1
21801V72158_2,36430,2
27372V72852_2,36430,1
81077V72158_2,36430,1
81077V72158_3,36430,1
04211V1677432_1,36440,1
04300V72813_1,36440,1
04300V72813_3,36440,2
10236V72161_1,36440,2
10236V72161_2,36440,1
10236V72161_4,36440,1
16219V72812_1,36440,2
16219V72812_2,36440,3
16219V72812_3,36440,1
21801V72158_2,36440,1
81077V72158_1,36440,1
81077V72158_2,36440,1
81077V72158_3,36440,1
81077V72158_4,36440,1
88356V72157_1,36440,1
04211V1677432_1,36450,1
04211V1677432_2,36450,1
04300V72813_1,36450,1
04300V72813_3,36450,1
10236V72161_1,36450,3
10236V72161_2,36450,1
16219V72812_1,36450,2
16219V72812_2,36450,3
16219V72812_4,36450,1
21801V72158_2,36450,2
27372V72852_2,36450,1
81077V72158_1,36450,1
81077V72158_3,36450,1
04300V72813_1,36460,1
04300V72813_3,36460,1
10236V72161_1,36460,1
10236V72161_3,36460,1
16219V72812_1,36460,1
16219V72812_2,36460,1
16219V72812_4,36460,1
21801V72158_2,36460,1
27372V72852_1,36460,1
81077V72158_1,36460,1
81077V72158_2,36460,1
81077V72158_3,36460,1
04300V72813_3,36470,1
10236V72161_1,36470,1
10236V72161_3,36470,2
16219V72812_1,36470,3
16219V72812_2,36470,1
21801V72158_1,36470,1
21801V72158_2,36470,1
04211V1677432_1,36480,1
04300V72813_1,36480,1
10236V72161_3,36480,1
16219V72812_1,36480,2
16219V72812_2,36480,2
16219V72812_3,36480,1
21801V72158_2,36480,1
27372V72852_1,36480,2
81077V72158_1,36480,1
81077V72158_2,36480,1
81077V72158_3,36480,1
88356V72157_1,36480,1
88356V72157_4,36480,1
10236V72161_1,36490,1
16219V72812_1,36490,1
16219V72812_2,36490,1
27372V72852_2,36490,1
81077V72158_2,36490,1
04300V72813_3,36500,1
10236V72161_1,36500,1
16219V72812_1,36500,1
16219V72812_2,36500,1
21801V72158_2,36500,1
27372V72852_1,36500,1
81077V72158_1,36500,1
81077V72158_2,36500,1
88356V72157_1,36500,2
04211V1677432_2,36510,2
04300V72813_1,36510,1
04300V72813_3,36510,1
10236V72161_1,36510,1
10236V72161_3,36510,1
16219V72812_1,36510,2
16219V72812_2,36510,1
21801V72158_2,36510,3
27372V72852_2,36510,2
81077V72158_1,36510,1
81077V72158_4,36510,1
88356V72157_1,36510,2
04211V1677432_2,36520,1
04300V72813_1,36520,1
10236V72161_3,36520,1
16219V72812_1,36520,2
16219V72812_2,36520,1
16219V72812_3,36520,1
16219V72812_4,36520,1
21801V72158_2,36520,3
27372V72852_2,36520,1
81077V72158_2,36520,1
81077V72158_3,36520,1
88356V72157_1,36520,1
04211V1677432_1,36530,1
04300V72813_1,36530,1
04300V72813_3,36530,1
16219V72812_1,36530,1
16219V72812_2,36530,1
21801V72158_2,36530,2
27372V72852_2,36530,1
81077V72158_2,36530,1
81077V72158_3,36530,1
88356V72157_1,36530,1
04211V1677432_2,36540,1
10236V72161_3,36540,1
16219V72812_1,36540,2
16219V72812_2,36540,1
21801V72158_2,36540,2
27372V72852_2,36540,1
81077V72158_1,36540,1
81077V72158_3,36540,2
88356V72157_6,36540,1
04211V1677432_2,36550,1
04300V72813_1,36550,1
16219V72812_1,36550,1
16219V72812_4,36550,1
21801V72158_1,36550,2
27372V72852_2,36550,1
81077V72158_1,36550,1
81077V72158_3,36550,1
04211V1677432_2,36560,2
04300V72813_3,36560,1
10236V72161_1,36560,1
16219V72812_1,36560,1
16219V72812_2,36560,1
21801V72158_2,36560,1
27372V72852_1,36560,1
81077V72158_1,36560,1
81077V72158_2,36560,1
81077V72158_3,36560,1
81077V72158_4,36560,1
04211V1677432_2,36570,1
04300V72813_3,36570,1
10236V72161_1,36570,1
10236V72161_2,36570,2
16219V72812_1,36570,1
21801V72158_2,36570,1
81077V72158_1,36570,1
81077V72158_2,36570,1
04211V1677432_1,36580,1
04211V1677432_2,36580,1
04300V72813_1,36580,1
04300V72813_3,36580,2
16219V72812_1,36580,1
16219V72812_2,36580,1
21801V72158_2,36580,1
27372V72852_1,36580,1
27372V72852_2,36580,1
81077V72158_3,36580,1
04211V1677432_2,36590,1
10236V72161_2,36590,1
10236V72161_3,36590,1
10236V72161_4,36590,1
16219V72812_2,36590,1
21801V72158_1,36590,1
21801V72158_2,36590,1
27372V72852_1,36590,1
27372V72852_2,36590,1
81077V72158_1,36590,2
81077V72158_3,36590,1
81077V72158_4,36590,1
88356V72157_6,36590,1
04300V72813_1,36600,1
10236V72161_1,36600,1
10236V72161_2,36600,1
10236V72161_3,36600,1
10236V72161_4,36600,1
16219V72812_1,36600,3
16219V72812_3,36600,1
21801V72158_1,36600,2
27372V72852_2,36600,2
81077V72158_1,36600,2
81077V72158_3,36600,1
10236V72161_1,36610,2
16219V72812_1,36610,2
21801V72158_1,36610,1
27372V72852_2,36610,1
81077V72158_3,36610,1
88356V72157_1,36610,1
04211V1677432_1,36620,1
10236V72161_1,36620,3
10236V72161_2,36620,1
10236V72161_3,36620,1
16219V72812_1,36620,3
16219V72812_3,36620,1
21801V72158_2,36620,1
27372V72852_1,36620,2
27372V72852_2,36620,3
81077V72158_1,36620,1
81077V72158_2,36620,2
81077V72158_4,36620,1
88356V72157_1,36620,1
10236V72161_1,36630,1
10236V72161_2,36630,1
10236V72161_3,36630,1
10236V72161_4,36630,2
16219V72812_1,36630,3
16219V72812_2,36630,1
21801V72158_2,36630,1
27372V72852_2,36630,1
81077V72158_1,36630,1
81077V72158_2,36630,1
81077V72158_3,36630,2
81077V72158_4,36630,1
88356V72157_1,36630,1
88356V72157_6,36630,1
04211V1677432_2,36640,1
04300V72813_1,36640,1
04300V72813_3,36640,1
10236V72161_2,36640,1
16219V72812_1,36640,1
81077V72158_1,36640,2
04211V1677432_2,36650,1
04300V72813_3,36650,1
10236V72161_2,36650,1
10236V72161_4,36650,1
16219V72812_1,36650,2
16219V72812_2,36650,2
16219V72812_4,36650,1
81077V72158_1,36650,2
81077V72158_2,36650,1
04211V1677432_1,36660,1
04211V1677432_2,36660,1
04300V72813_3,36660,2
16219V72812_1,36660,2
16219V72812_2,36660,1
21801V72158_1,36660,1
21801V72158_2,36660,1
27372V72852_1,36660,1
27372V72852_2,36660,1
81077V72158_1,36660,3
81077V72158_2,36660,1
81077V72158_4,36660,1
88356V72157_6,36660,1
04300V72813_3,36670,2
16219V72812_2,36670,1
21801V72158_1,36670,2
21801V72158_2,36670,1
81077V72158_1,36670,2
81077V72158_3,36670,1
88356V72157_1,36670,1
88356V72157_6,36670,1
04300V72813_1,36680,1
04300V72813_3,36680,2
10236V72161_2,36680,1
10236V72161_4,36680,1
16219V72812_1,36680,2
16219V72812_2,36680,1
21801V72158_2,36680,1
27372V72852_1,36680,1
27372V72852_2,36680,1
81077V72158_1,36680,2
81077V72158_2,36680,1
88356V72157_1,36680,2
88356V72157_6,36680,1
04211V1677432_1,36690,1
04300V72813_1,36690,1
04300V72813_3,36690,1
10236V72161_2,36690,1
10236V72161_3,36690,1
10236V72161_4,36690,1
16219V72812_1,36690,2
16219V72812_2,36690,1
16219V72812_3,36690,1
21801V72158_2,36690,1
27372V72852_1,36690,1
27372V72852_2,36690,1
81077V72158_1,36690,1
88356V72157_1,36690,1
88356V72157_6,36690,1
04211V1677432_2,36700,2
04300V72813_3,36700,1
10236V72161_3,36700,1
10236V72161_4,36700,1
16219V72812_1,36700,2
16219V72812_2,36700,1
16219V72812_3,36700,1
27372V72852_1,36700,2
27372V72852_2,36700,1
81077V72158_1,36700,1
81077V72158_3,36700,1
88356V72157_1,36700,1
88356V72157_6,36700,1
04211V1677432_2,36710,1
04300V72813_1,36710,1
04300V72813_3,36710,1
10236V72161_2,36710,1
10236V72161_4,36710,1
16219V72812_1,36710,4
21801V72158_1,36710,1
21801V72158_2,36710,1
88356V72157_1,36710,1
04300V72813_1,36720,1
16219V72812_1,36720,5
16219V72812_2,36720,1
21801V72158_2,36720,1
27372V72852_2,36720,2
81077V72158_1,36720,1
81077V72158_3,36720,2
04211V1677432_1,36730,1
04211V1677432_2,36730,1
10236V72161_2,36730,1
10236V72161_4,36730,1
16219V72812_1,36730,3
16219V72812_2,36730,2
21801V72158_1,36730,1
21801V72158_2,36730,1
27372V72852_2,36730,2
81077V72158_1,36730,1
81077V72158_2,36730,1
81077V72158_4,36730,1
04211V1677432_2,36740,1
04300V72813_1,36740,1
16219V72812_1,36740,3
16219V72812_4,36740,1
21801V72158_2,36740,1
27372V72852_1,36740,1
27372V72852_2,36740,3
81077V72158_1,36740,1
81077V72158_2,36740,1
81077V72158_3,36740,1
04211V1677432_2,36750,1
04300V72813_1,36750,1
10236V72161_1,36750,1
16219V72812_1,36750,2
16219V72812_2,36750,1
16219V72812_4,36750,1
27372V72852_2,36750,2
81077V72158_1,36750,1
81077V72158_3,36750,1
81077V72158_4,36750,2
04211V1677432_2,36760,2
04300V72813_1,36760,1
10236V72161_1,36760,1
10236V72161_2,36760,1
16219V72812_1,36760,2
16219V72812_2,36760,1
21801V72158_2,36760,1
27372V72852_2,36760,1
81077V72158_3,36760,1
81077V72158_4,36760,1
04211V1677432_2,36770,1
10236V72161_1,36770,2
16219V72812_1,36770,2
21801V72158_2,36770,2
27372V72852_2,36770,1
81077V72158_1,36770,1
81077V72158_3,36770,1
81077V72158_4,36770,1
88356V72157_2,36770,1
04211V1677432_2,36780,1
04300V72813_1,36780,1
10236V72161_1,36780,2
16219V72812_1,36780,4
21801V72158_2,36780,1
27372V72852_1,36780,1
81077V72158_1,36780,1
81077V72158_2,36780,1
81077V72158_3,36780,1
04300V72813_1,36790,1
10236V72161_1,36790,2
16219V72812_1,36790,2
16219V72812_4,36790,1
21801V72158_1,36790,2
27372V72852_1,36790,1
04211V1677432_1,36800,1
04300V72813_1,36800,1
10236V72161_1,36800,1
10236V72161_2,36800,1
10236V72161_3,36800,1
16219V72812_1,36800,1
16219V72812_2,36800,1
21801V72158_1,36800,2
81077V72158_1,36800,1
81077V72158_4,36800,1
04300V72813_1,36810,1
04300V72813_3,36810,1
10236V72161_1,36810,1
10236V72161_3,36810,1
16219V72812_1,36810,1
16219V72812_3,36810,1
21801V72158_1,36810,3
21801V72158_2,36810,1
81077V72158_2,36810,1
81077V72158_3,36810,1
81077V72158_4,36810,1
04211V1677432_1,36820,1
04211V1677432_2,36820,1
04300V72813_3,36820,1
16219V72812_1,36820,2
21801V72158_1,36820,2
21801V72158_2,36820,1
27372V72852_1,36820,1
81077V72158_1,36820,1
81077V72158_3,36820,1
88356V72157_1,36820,1
04300V72813_1,36830,1
04300V72813_3,36830,1
10236V72161_2,36830,1
10236V72161_4,36830,1
16219V72812_1,36830,4
16219V72812_2,36830,1
16219V72812_3,36830,1
21801V72158_1,36830,1
27372V72852_2,36830,2
81077V72158_2,36830,1
04300V72813_1,36840,1
10236V72161_2,36840,1
10236V72161_4,36840,1
16219V72812_1,36840,4
16219V72812_2,36840,2
16219V72812_3,36840,1
21801V72158_1,36840,1
27372V72852_1,36840,2
81077V72158_2,36840,1
81077V72158_3,36840,2
81077V72158_4,36840,1
88356V72157_1,36840,1
04211V1677432_1,36850,1
04211V1677432_2,36850,1
04300V72813_1,36850,1
16219V72812_1,36850,4
16219V72812_2,36850,1
21801V72158_1,36850,2
27372V72852_1,36850,1
81077V72158_1,36850,1
81077V72158_3,36850,1
04211V1677432_1,36860,1
04211V1677432_2,36860,2
10236V72161_1,36860,1
10236V72161_2,36860,1
16219V72812_1,36860,3
16219V72812_2,36860,1
21801V72158_1,36860,1
81077V72158_3,36860,1
04211V1677432_2,36870,1
04300V72813_1,36870,1
10236V72161_4,36870,1
16219V72812_1,36870,2
16219V72812_2,36870,1
16219V72812_3,36870,1
27372V72852_1,36870,1
27372V72852_2,36870,1
81077V72158_1,36870,1
81077V72158_4,36870,1
04300V72813_3,36880,1
10236V72161_2,36880,1
10236V72161_4,36880,2
16219V72812_1,36880,4
16219V72812_2,36880,2
16219V72812_3,36880,1
16219V72812_4,36880,1
21801V72158_1,36880,1
81077V72158_1,36880,1
81077V72158_3,36880,1
81077V72158_4,36880,1
88356V72157_6,36880,1
16219V72812_1,36890,3
16219V72812_2,36890,2
81077V72158_1,36890,1
81077V72158_2,36890,1
88356V72157_1,36890,1
88356V72157_6,36890,1
04211V1677432_1,36900,1
04300V72813_1,36900,1
10236V72161_2,36900,1
16219V72812_1,36900,1
16219V72812_2,36900,1
27372V72852_1,36900,1
81077V72158_1,36900,1
81077V72158_2,36900,1
81077V72158_3,36900,2
88356V72157_1,36900,1
88356V72157_6,36900,2
10236V72161_1,36910,1
16219V72812_1,36910,2
16219V72812_2,36910,2
21801V72158_1,36910,1
21801V72158_2,36910,1
27372V72852_1,36910,2
27372V72852_2,36910,1
81077V72158_2,36910,1
81077V72158_4,36910,2
88356V72157_6,36910,1
04211V1677432_2,36920,1
04300V72813_1,36920,1
04300V72813_3,36920,1
10236V72161_2,36920,2
10236V72161_4,36920,1
16219V72812_1,36920,5
16219V72812_2,36920,4
21801V72158_2,36920,1
81077V72158_1,36920,1
81077V72158_4,36920,1
88356V72157_6,36920,1
04211V1677432_2,36930,1
10236V72161_2,36930,2
10236V72161_4,36930,1
16219V72812_1,36930,3
16219V72812_2,36930,1
27372V72852_2,36930,2
81077V72158_2,36930,1
81077V72158_4,36930,1
88356V72157_6,36930,1
10236V72161_2,36940,1
10236V72161_4,36940,1
16219V72812_1,36940,1
16219V72812_2,36940,2
21801V72158_1,36940,1
81077V72158_1,36940,1
81077V72158_4,36940,1
88356V72157_6,36940,1
10236V72161_1,36950,1
10236V72161_4,36950,1
16219V72812_2,36950,3
27372V72852_2,36950,1
81077V72158_3,36950,1
81077V72158_4,36950,1
88356V72157_6,36950,1
04211V1677432_1,36960,1
04211V1677432_2,36960,1
16219V72812_1,36960,2
16219V72812_2,36960,2
27372V72852_1,36960,2
81077V72158_1,36960,1
81077V72158_2,36960,1
81077V72158_3,36960,1
81077V72158_4,36960,2
88356V72157_6,36960,2
04211V1677432_2,36970,1
04300V72813_1,36970,1
10236V72161_1,36970,1
10236V72161_2,36970,1
16219V72812_2,36970,1
16219V72812_4,36970,2
21801V72158_2,36970,1
27372V72852_2,36970,1
81077V72158_2,36970,2
81077V72158_4,36970,2
88356V72157_6,36970,2
04211V1677432_1,36980,1
04211V1677432_2,36980,1
10236V72161_1,36980,1
10236V72161_2,36980,1
16219V72812_1,36980,1
16219V72812_2,36980,3
16219V72812_3,36980,1
16219V72812_4,36980,1
21801V72158_2,36980,1
27372V72852_1,36980,1
81077V72158_1,36980,1
81077V72158_2,36980,2
81077V72158_3,36980,1
88356V72157_6,36980,1
04211V1677432_2,36990,1
04300V72813_1,36990,1
04300V72813_3,36990,1
10236V72161_2,36990,1
10236V72161_4,36990,1
16219V72812_1,36990,1
16219V72812_2,36990,2
21801V72158_2,36990,2
27372V72852_1,36990,1
81077V72158_3,36990,1
81077V72158_4,36990,1
88356V72157_6,36990,1
04211V1677432_2,37000,1
16219V72812_1,37000,1
16219V72812_2,37000,3
16219V72812_4,37000,1
21801V72158_2,37000,1
27372V72852_1,37000,1
81077V72158_2,37000,1
88356V72157_1,37000,1
88356V72157_2,37000,1
88356V72157_6,37000,1
10236V72161_1,37010,1
10236V72161_3,37010,1
16219V72812_1,37010,1
16219V72812_2,37010,3
21801V72158_2,37010,2
81077V72158_1,37010,1
81077V72158_2,37010,2
88356V72157_6,37010,1
04211V1677432_1,37020,1
04300V72813_1,37020,1
10236V72161_2,37020,1
16219V72812_1,37020,1
16219V72812_2,37020,2
16219V72812_4,37020,1
21801V72158_2,37020,2
27372V72852_2,37020,3
81077V72158_3,37020,1
88356V72157_1,37020,1
16219V72812_1,37030,1
16219V72812_2,37030,1
21801V72158_2,37030,2
81077V72158_1,37030,1
88356V72157_6,37030,1
04300V72813_1,37040,1
16219V72812_2,37040,2
21801V72158_2,37040,2
27372V72852_1,37040,1
27372V72852_2,37040,2
81077V72158_1,37040,1
81077V72158_2,37040,1
81077V72158_3,37040,1
81077V72158_4,37040,1
88356V72157_6,37040,1
04211V1677432_2,37050,1
16219V72812_1,37050,1
16219V72812_2,37050,1
21801V72158_2,37050,2
27372V72852_1,37050,1
27372V72852_2,37050,1
81077V72158_3,37050,1
81077V72158_4,37050,1
88356V72157_1,37050,1
88356V72157_6,37050,1
04211V1677432_2,37060,1
04300V72813_1,37060,1
04300V72813_3,37060,1
10236V72161_2,37060,1
16219V72812_1,37060,3
21801V72158_2,37060,2
27372V72852_1,37060,1
81077V72158_1,37060,1
81077V72158_2,37060,1
81077V72158_4,37060,2
10236V72161_2,37070,1
10236V72161_4,37070,1
16219V72812_1,37070,4
21801V72158_1,37070,1
21801V72158_2,37070,1
27372V72852_1,37070,2
81077V72158_4,37070,1
04211V1677432_2,37080,1
04300V72813_1,37080,1
10236V72161_2,37080,3
10236V72161_3,37080,1
16219V72812_1,37080,2
21801V72158_2,37080,3
81077V72158_1,37080,1
81077V72158_3,37080,1
81077V72158_4,37080,1
04211V1677432_1,37090,1
10236V72161_2,37090,2
10236V72161_3,37090,1
10236V72161_4,37090,1
16219V72812_1,37090,1
16219V72812_2,37090,1
16219V72812_4,37090,1
21801V72158_2,37090,1
27372V72852_2,37090,2
81077V72158_1,37090,1
81077V72158_2,37090,1
81077V72158_3,37090,2
81077V72158_4,37090,3
88356V72157_6,37090,1
04211V1677432_1,37100,1
10236V72161_4,37100,1
16219V72812_1,37100,2
16219V72812_2,37100,1
21801V72158_1,37100,1
21801V72158_2,37100,2
27372V72852_2,37100,2
81077V72158_4,37100,1
04300V72813_1,37110,1
10236V72161_1,37110,1
16219V72812_1,37110,3
16219V72812_3,37110,1
16219V72812_4,37110,1
21801V72158_2,37110,2
27372V72852_2,37110,3
81077V72158_1,37110,1
81077V72158_2,37110,2
81077V72158_3,37110,1
81077V72158_4,37110,2
04211V1677432_1,37120,1
04211V1677432_2,37120,1
10236V72161_1,37120,1
10236V72161_2,37120,3
10236V72161_4,37120,1
16219V72812_1,37120,2
16219V72812_3,37120,1
21801V72158_2,37120,1
81077V72158_2,37120,1
88356V72157_6,37120,1
10236V72161_2,37130,2
10236V72161_3,37130,1
10236V72161_4,37130,1
16219V72812_1,37130,4
16219V72812_2,37130,2
16219V72812_4,37130,1
21801V72158_2,37130,2
27372V72852_1,37130,2
27372V72852_2,37130,1
81077V72158_1,37130,1
81077V72158_2,37130,1
04300V72813_1,37140,1
10236V72161_1,37140,1
10236V72161_2,37140,2
16219V72812_1,37140,4
16219V72812_2,37140,1
21801V72158_1,37140,1
21801V72158_2,37140,2
27372V72852_1,37140,1
27372V72852_2,37140,1
81077V72158_1,37140,1
81077V72158_2,37140,1
88356V72157_1,37140,1
04300V72813_1,37150,1
10236V72161_1,37150,1
16219V72812_1,37150,3
21801V72158_1,37150,1
21801V72158_2,37150,1
27372V72852_1,37150,1
27372V72852_2,37150,1
81077V72158_3,37150,1
88356V72157_1,37150,1
10236V72161_1,37160,2
16219V72812_1,37160,1
16219V72812_2,37160,1
16219V72812_3,37160,1
21801V72158_2,37160,1
27372V72852_1,37160,1
81077V72158_1,37160,1
81077V72158_4,37160,1
88356V72157_1,37160,1
04211V1677432_1,37170,1
04211V1677432_2,37170,1
10236V72161_1,37170,1
16219V72812_2,37170,1
21801V72158_2,37170,2
27372V72852_2,37170,1
81077V72158_4,37170,1
88356V72157_6,37170,1
04211V1677432_2,37180,1
04300V72813_3,37180,3
10236V72161_1,37180,1
10236V72161_2,37180,1
10236V72161_4,37180,1
16219V72812_2,37180,1
21801V72158_1,37180,1
21801V72158_2,37180,1
27372V72852_1,37180,1
27372V72852_2,37180,2
88356V72157_6,37180,1
04211V1677432_1,37190,1
04211V1677432_2,37190,1
04300V72813_1,37190,1
04300V72813_3,37190,2
10236V72161_3,37190,1
16219V72812_1,37190,2
16219V72812_2,37190,2
16219V72812_3,37190,1
21801V72158_2,37190,1
27372V72852_2,37190,3
81077V72158_1,37190,1
88356V72157_6,37190,2
04300V72813_3,37200,1
10236V72161_2,37200,1
16219V72812_1,37200,2
16219V72812_2,37200,2
21801V72158_2,37200,1
81077V72158_2,37200,1
88356V72157_6,37200,1
16219V72812_2,37210,1
16219V72812_4,37210,1
21801V72158_2,37210,2
81077V72158_1,37210,1
81077V72158_4,37210,1
88356V72157_1,37210,1
88356V72157_6,37210,1
04211V1677432_1,37220,1
16219V72812_1,37220,1
16219V72812_2,37220,1
16219V72812_3,37220,1
16219V72812_4,37220,1
21801V72158_1,37220,1
21801V72158_2,37220,1
27372V72852_1,37220,1
81077V72158_2,37220,1
81077V72158_3,37220,1
88356V72157_1,37220,1
04211V1677432_2,37230,1
10236V72161_2,37230,1
16219V72812_1,37230,1
16219V72812_2,37230,2
21801V72158_2,37230,3
81077V72158_2,37230,1
81077V72158_3,37230,2
04211V1677432_2,37240,1
16219V72812_1,37240,2
16219V72812_2,37240,1
16219V72812_3,37240,1
16219V72812_4,37240,1
21801V72158_2,37240,2
27372V72852_1,37240,1
27372V72852_2,37240,1
81077V72158_2,37240,1
81077V72158_3,37240,1
04211V1677432_2,37250,1
16219V72812_1,37250,1
16219V72812_2,37250,2
27372V72852_1,37250,1
27372V72852_2,37250,2
81077V72158_1,37250,1
81077V72158_2,37250,1
81077V72158_4,37250,1
04211V1677432_2,37260,1
04300V72813_3,37260,1
10236V72161_2,37260,1
16219V72812_1,37260,2
16219V72812_2,37260,2
21801V72158_1,37260,1
27372V72852_2,37260,2
81077V72158_3,37260,2
88356V72157_1,37260,1
88356V72157_6,37260,1
04211V1677432_2,37270,1
04300V72813_1,37270,1
10236V72161_1,37270,1
10236V72161_3,37270,1
16219V72812_1,37270,3
16219V72812_2,37270,2
21801V72158_1,37270,1
27372V72852_2,37270,1
81077V72158_1,37270,1
81077V72158_4,37270,1
04211V1677432_1,37280,1
04300V72813_1,37280,1
10236V72161_3,37280,1
16219V72812_1,37280,3
16219V72812_2,37280,2
21801V72158_1,37280,1
21801V72158_2,37280,1
27372V72852_2,37280,4
81077V72158_3,37280,1
04300V72813_1,37290,2
16219V72812_1,37290,2
16219V72812_2,37290,1
21801V72158_1,37290,1
21801V72158_2,37290,2
27372V72852_2,37290,2
81077V72158_2,37290,1
04211V1677432_2,37300,1
