Detector,Time,qPKW
16219V72812_3,48760,1
16219V72812_4,48760,1
21801V72158_1,48760,2
27372V72852_2,48760,2
81077V72158_1,48760,1
81077V72158_2,48760,1
81077V72158_3,48760,1
88356V72157_6,48760,1
04211V1677432_2,48770,1
04300V72813_1,48770,1
16219V72812_1,48770,1
16219V72812_4,48770,1
27372V72852_2,48770,2
81077V72158_3,48770,1
04211V1677432_1,48780,2
04300V72813_1,48780,1
10236V72161_3,48780,1
10236V72161_4,48780,1
16219V72812_1,48780,1
16219V72812_2,48780,1
16219V72812_4,48780,1
21801V72158_1,48780,1
21801V72158_2,48780,1
27372V72852_2,48780,2
81077V72158_1,48780,1
81077V72158_3,48780,1
04211V1677432_2,48790,1
10236V72161_2,48790,1
16219V72812_1,48790,2
16219V72812_2,48790,1
21801V72158_1,48790,1
21801V72158_2,48790,1
81077V72158_3,48790,1
88356V72157_1,48790,1
04211V1677432_2,48800,1
04300V72813_1,48800,1
04300V72813_3,48800,1
16219V72812_1,48800,3
16219V72812_2,48800,1
21801V72158_2,48800,1
27372V72852_1,48800,1
27372V72852_2,48800,1
81077V72158_2,48800,2
81077V72158_4,48800,1
88356V72157_1,48800,3
04211V1677432_2,48810,2
04300V72813_1,48810,1
04300V72813_3,48810,1
16219V72812_1,48810,3
16219V72812_3,48810,1
21801V72158_2,48810,1
27372V72852_1,48810,1
27372V72852_2,48810,1
81077V72158_1,48810,1
88356V72157_1,48810,3
88356V72157_2,48810,1
04211V1677432_2,48820,1
04300V72813_1,48820,1
04300V72813_3,48820,1
16219V72812_1,48820,3
16219V72812_3,48820,1
21801V72158_1,48820,1
81077V72158_4,48820,1
04211V1677432_1,48830,2
04211V1677432_2,48830,1
10236V72161_2,48830,2
10236V72161_3,48830,1
16219V72812_1,48830,2
27372V72852_1,48830,1
27372V72852_2,48830,1
81077V72158_1,48830,1
81077V72158_3,48830,1
88356V72157_6,48830,1
04300V72813_1,48840,1
10236V72161_2,48840,1
16219V72812_1,48840,1
21801V72158_2,48840,2
81077V72158_1,48840,1
81077V72158_3,48840,1
81077V72158_4,48840,1
88356V72157_6,48840,1
04211V1677432_1,48850,1
04300V72813_3,48850,1
10236V72161_2,48850,1
16219V72812_1,48850,2
16219V72812_2,48850,1
21801V72158_1,48850,1
21801V72158_2,48850,2
27372V72852_1,48850,2
27372V72852_2,48850,1
81077V72158_1,48850,1
88356V72157_6,48850,1
04211V1677432_1,48860,1
04300V72813_1,48860,1
10236V72161_2,48860,1
16219V72812_1,48860,4
16219V72812_2,48860,1
21801V72158_1,48860,1
21801V72158_2,48860,1
27372V72852_2,48860,1
81077V72158_1,48860,1
81077V72158_3,48860,1
88356V72157_1,48860,1
88356V72157_6,48860,1
04211V1677432_2,48870,1
04300V72813_3,48870,1
10236V72161_1,48870,1
10236V72161_2,48870,1
16219V72812_1,48870,3
81077V72158_2,48870,2
81077V72158_3,48870,2
88356V72157_6,48870,4
04211V1677432_1,48880,1
10236V72161_1,48880,1
16219V72812_1,48880,1
16219V72812_2,48880,1
21801V72158_1,48880,1
27372V72852_1,48880,2
81077V72158_1,48880,1
88356V72157_1,48880,1
88356V72157_2,48880,1
88356V72157_6,48880,1
04211V1677432_1,48890,1
04300V72813_3,48890,1
10236V72161_1,48890,1
16219V72812_1,48890,1
16219V72812_2,48890,2
16219V72812_4,48890,2
21801V72158_1,48890,1
27372V72852_1,48890,1
81077V72158_2,48890,1
81077V72158_4,48890,1
88356V72157_6,48890,1
04211V1677432_1,48900,1
04211V1677432_2,48900,1
10236V72161_1,48900,1
16219V72812_1,48900,2
16219V72812_2,48900,2
27372V72852_1,48900,1
27372V72852_2,48900,1
81077V72158_2,48900,1
81077V72158_3,48900,1
81077V72158_4,48900,1
88356V72157_6,48900,1
04211V1677432_1,48910,1
04211V1677432_2,48910,1
04300V72813_1,48910,1
10236V72161_1,48910,1
16219V72812_2,48910,1
21801V72158_2,48910,1
27372V72852_2,48910,1
81077V72158_1,48910,1
88356V72157_6,48910,1
10236V72161_1,48920,2
16219V72812_4,48920,1
21801V72158_1,48920,1
21801V72158_2,48920,1
27372V72852_1,48920,1
27372V72852_2,48920,1
81077V72158_3,48920,1
81077V72158_4,48920,2
88356V72157_6,48920,1
10236V72161_1,48930,2
10236V72161_2,48930,1
10236V72161_3,48930,1
16219V72812_1,48930,2
16219V72812_2,48930,2
16219V72812_3,48930,1
16219V72812_4,48930,1
21801V72158_1,48930,1
21801V72158_2,48930,1
27372V72852_1,48930,1
27372V72852_2,48930,1
81077V72158_2,48930,1
88356V72157_6,48930,1
04211V1677432_1,48940,1
10236V72161_3,48940,1
16219V72812_2,48940,4
81077V72158_2,48940,1
88356V72157_6,48940,2
10236V72161_1,48950,1
16219V72812_1,48950,2
16219V72812_2,48950,3
27372V72852_1,48950,1
81077V72158_3,48950,1
88356V72157_1,48950,1
88356V72157_6,48950,2
04211V1677432_1,48960,1
10236V72161_2,48960,2
16219V72812_1,48960,5
16219V72812_3,48960,2
27372V72852_2,48960,1
81077V72158_4,48960,1
88356V72157_6,48960,1
04211V1677432_1,48970,1
16219V72812_1,48970,3
16219V72812_2,48970,2
16219V72812_3,48970,1
21801V72158_2,48970,1
27372V72852_2,48970,1
81077V72158_1,48970,1
81077V72158_4,48970,1
88356V72157_6,48970,1
04211V1677432_2,48980,2
10236V72161_2,48980,1
16219V72812_1,48980,3
16219V72812_2,48980,3
16219V72812_3,48980,1
21801V72158_2,48980,1
27372V72852_1,48980,2
27372V72852_2,48980,1
88356V72157_6,48980,1
04211V1677432_2,48990,1
10236V72161_2,48990,1
16219V72812_1,48990,2
16219V72812_2,48990,1
21801V72158_1,48990,1
21801V72158_2,48990,1
27372V72852_1,48990,1
81077V72158_1,48990,1
81077V72158_2,48990,1
88356V72157_6,48990,1
04211V1677432_1,49000,1
04211V1677432_2,49000,1
16219V72812_1,49000,2
16219V72812_2,49000,2
21801V72158_2,49000,1
27372V72852_1,49000,1
27372V72852_2,49000,2
81077V72158_2,49000,2
88356V72157_6,49000,1
04211V1677432_1,49010,1
04211V1677432_2,49010,2
04300V72813_3,49010,1
10236V72161_2,49010,1
16219V72812_1,49010,4
16219V72812_2,49010,1
21801V72158_2,49010,1
27372V72852_1,49010,1
81077V72158_1,49010,1
81077V72158_3,49010,1
88356V72157_6,49010,1
04211V1677432_1,49020,2
04211V1677432_2,49020,1
10236V72161_3,49020,1
16219V72812_1,49020,3
16219V72812_2,49020,1
16219V72812_4,49020,1
21801V72158_1,49020,1
21801V72158_2,49020,1
27372V72852_1,49020,1
27372V72852_2,49020,1
81077V72158_1,49020,1
81077V72158_3,49020,1
04211V1677432_2,49030,1
04300V72813_1,49030,1
10236V72161_1,49030,1
10236V72161_2,49030,1
16219V72812_1,49030,3
16219V72812_2,49030,2
21801V72158_2,49030,1
27372V72852_1,49030,1
81077V72158_2,49030,1
81077V72158_3,49030,1
04211V1677432_2,49040,1
04300V72813_1,49040,2
04300V72813_3,49040,1
10236V72161_2,49040,1
10236V72161_3,49040,2
16219V72812_1,49040,2
16219V72812_2,49040,1
21801V72158_1,49040,1
81077V72158_1,49040,1
81077V72158_3,49040,3
88356V72157_1,49040,1
04211V1677432_1,49050,2
04211V1677432_2,49050,1
04300V72813_1,49050,2
10236V72161_2,49050,2
10236V72161_3,49050,1
10236V72161_4,49050,1
21801V72158_1,49050,1
88356V72157_1,49050,1
88356V72157_6,49050,1
04211V1677432_1,49060,2
04300V72813_1,49060,1
10236V72161_1,49060,1
10236V72161_2,49060,1
10236V72161_3,49060,1
16219V72812_2,49060,1
21801V72158_1,49060,1
27372V72852_2,49060,1
81077V72158_1,49060,1
88356V72157_1,49060,1
04211V1677432_1,49070,2
04300V72813_1,49070,3
10236V72161_2,49070,1
10236V72161_3,49070,1
16219V72812_1,49070,3
16219V72812_2,49070,1
27372V72852_1,49070,1
81077V72158_3,49070,1
81077V72158_4,49070,1
88356V72157_1,49070,1
04211V1677432_1,49080,1
04300V72813_1,49080,1
16219V72812_1,49080,6
16219V72812_3,49080,1
27372V72852_1,49080,2
27372V72852_2,49080,1
81077V72158_1,49080,1
81077V72158_2,49080,1
88356V72157_1,49080,2
88356V72157_6,49080,1
04300V72813_1,49090,1
16219V72812_1,49090,4
16219V72812_3,49090,1
16219V72812_4,49090,1
21801V72158_2,49090,1
27372V72852_1,49090,1
81077V72158_2,49090,1
88356V72157_1,49090,2
04211V1677432_2,49100,1
16219V72812_1,49100,2
21801V72158_2,49100,1
81077V72158_1,49100,1
81077V72158_2,49100,1
81077V72158_3,49100,2
88356V72157_1,49100,1
88356V72157_6,49100,1
04300V72813_1,49110,1
10236V72161_1,49110,1
16219V72812_1,49110,3
16219V72812_2,49110,2
16219V72812_4,49110,1
21801V72158_2,49110,2
27372V72852_2,49110,1
81077V72158_1,49110,2
81077V72158_2,49110,1
81077V72158_3,49110,1
81077V72158_4,49110,1
88356V72157_1,49110,1
04211V1677432_1,49120,1
04300V72813_1,49120,2
04300V72813_3,49120,1
10236V72161_1,49120,2
16219V72812_1,49120,2
21801V72158_1,49120,1
21801V72158_2,49120,1
27372V72852_1,49120,1
81077V72158_2,49120,1
88356V72157_1,49120,1
10236V72161_1,49130,2
10236V72161_2,49130,1
16219V72812_2,49130,1
21801V72158_1,49130,1
21801V72158_2,49130,1
27372V72852_2,49130,1
81077V72158_2,49130,2
81077V72158_3,49130,1
88356V72157_1,49130,1
04211V1677432_1,49140,1
04300V72813_1,49140,1
16219V72812_2,49140,2
81077V72158_1,49140,1
81077V72158_3,49140,1
88356V72157_1,49140,1
04211V1677432_1,49150,1
10236V72161_1,49150,1
16219V72812_1,49150,4
16219V72812_2,49150,2
81077V72158_1,49150,1
81077V72158_3,49150,1
81077V72158_4,49150,1
88356V72157_1,49150,1
04211V1677432_2,49160,1
10236V72161_1,49160,2
10236V72161_3,49160,1
16219V72812_1,49160,3
16219V72812_3,49160,1
21801V72158_1,49160,1
81077V72158_3,49160,1
04300V72813_1,49170,1
16219V72812_1,49170,3
16219V72812_3,49170,1
21801V72158_2,49170,1
27372V72852_1,49170,2
27372V72852_2,49170,1
81077V72158_2,49170,1
88356V72157_1,49170,1
88356V72157_6,49170,1
04211V1677432_2,49180,1
10236V72161_2,49180,1
16219V72812_1,49180,3
16219V72812_2,49180,1
21801V72158_2,49180,2
27372V72852_2,49180,2
81077V72158_1,49180,1
81077V72158_2,49180,1
88356V72157_1,49180,2
88356V72157_6,49180,1
04211V1677432_1,49190,1
04211V1677432_2,49190,2
04300V72813_1,49190,1
16219V72812_1,49190,3
21801V72158_2,49190,1
27372V72852_1,49190,2
27372V72852_2,49190,2
81077V72158_1,49190,1
88356V72157_1,49190,2
16219V72812_1,49200,5
16219V72812_2,49200,1
21801V72158_2,49200,1
81077V72158_1,49200,1
81077V72158_2,49200,1
81077V72158_4,49200,1
88356V72157_1,49200,3
04211V1677432_1,49210,1
10236V72161_2,49210,1
10236V72161_3,49210,1
16219V72812_1,49210,3
16219V72812_2,49210,3
27372V72852_2,49210,2
81077V72158_1,49210,1
88356V72157_1,49210,4
10236V72161_1,49220,1
16219V72812_1,49220,1
16219V72812_2,49220,2
16219V72812_3,49220,1
16219V72812_4,49220,1
21801V72158_1,49220,1
27372V72852_1,49220,1
81077V72158_2,49220,1
88356V72157_1,49220,3
88356V72157_6,49220,1
04211V1677432_1,49230,2
04211V1677432_2,49230,1
04300V72813_1,49230,1
10236V72161_1,49230,1
16219V72812_1,49230,3
16219V72812_2,49230,2
21801V72158_1,49230,1
21801V72158_2,49230,1
27372V72852_2,49230,1
81077V72158_2,49230,2
88356V72157_1,49230,2
88356V72157_6,49230,1
04211V1677432_2,49240,2
04300V72813_1,49240,1
10236V72161_4,49240,1
16219V72812_2,49240,2
21801V72158_2,49240,1
27372V72852_1,49240,2
27372V72852_2,49240,2
81077V72158_1,49240,1
88356V72157_1,49240,1
88356V72157_6,49240,1
04211V1677432_2,49250,2
10236V72161_1,49250,1
10236V72161_2,49250,1
10236V72161_3,49250,2
16219V72812_1,49250,2
16219V72812_2,49250,3
21801V72158_2,49250,1
27372V72852_1,49250,1
27372V72852_2,49250,1
81077V72158_1,49250,1
81077V72158_3,49250,1
81077V72158_4,49250,1
88356V72157_6,49250,1
10236V72161_1,49260,2
16219V72812_1,49260,1
16219V72812_2,49260,1
21801V72158_2,49260,1
27372V72852_1,49260,1
81077V72158_2,49260,2
81077V72158_4,49260,2
88356V72157_1,49260,2
88356V72157_6,49260,1
10236V72161_1,49270,1
10236V72161_2,49270,1
16219V72812_1,49270,3
16219V72812_2,49270,1
16219V72812_3,49270,1
16219V72812_4,49270,1
27372V72852_1,49270,1
81077V72158_3,49270,1
88356V72157_1,49270,2
04300V72813_1,49280,1
10236V72161_1,49280,1
10236V72161_3,49280,1
16219V72812_1,49280,2
16219V72812_3,49280,1
21801V72158_2,49280,1
27372V72852_1,49280,1
81077V72158_3,49280,1
88356V72157_1,49280,2
04211V1677432_2,49290,1
10236V72161_1,49290,2
16219V72812_1,49290,1
16219V72812_2,49290,1
21801V72158_2,49290,2
27372V72852_2,49290,1
81077V72158_1,49290,1
81077V72158_4,49290,2
88356V72157_1,49290,1
88356V72157_6,49290,1
16219V72812_1,49300,3
21801V72158_1,49300,1
21801V72158_2,49300,1
27372V72852_1,49300,1
81077V72158_1,49300,1
81077V72158_4,49300,2
88356V72157_6,49300,2
04211V1677432_1,49310,2
04300V72813_1,49310,1
04300V72813_3,49310,1
10236V72161_2,49310,1
16219V72812_1,49310,4
21801V72158_1,49310,1
21801V72158_2,49310,2
27372V72852_1,49310,1
27372V72852_2,49310,1
81077V72158_2,49310,1
04300V72813_1,49320,1
10236V72161_2,49320,1
16219V72812_1,49320,3
16219V72812_2,49320,1
21801V72158_2,49320,1
27372V72852_1,49320,2
27372V72852_2,49320,1
10236V72161_2,49330,1
16219V72812_1,49330,3
16219V72812_2,49330,1
16219V72812_4,49330,1
21801V72158_1,49330,1
27372V72852_1,49330,1
27372V72852_2,49330,1
81077V72158_2,49330,1
04211V1677432_1,49340,1
04300V72813_1,49340,1
04300V72813_3,49340,1
10236V72161_2,49340,2
16219V72812_1,49340,3
16219V72812_3,49340,1
21801V72158_1,49340,1
81077V72158_3,49340,1
88356V72157_1,49340,1
88356V72157_4,49340,1
04211V1677432_2,49350,1
16219V72812_1,49350,3
21801V72158_1,49350,1
27372V72852_1,49350,1
81077V72158_3,49350,1
88356V72157_1,49350,1
16219V72812_1,49360,3
81077V72158_1,49360,1
81077V72158_3,49360,1
81077V72158_4,49360,1
04300V72813_1,49370,1
10236V72161_2,49370,1
16219V72812_1,49370,3
16219V72812_2,49370,1
16219V72812_3,49370,1
21801V72158_1,49370,1
21801V72158_2,49370,1
27372V72852_1,49370,1
27372V72852_2,49370,1
81077V72158_1,49370,1
81077V72158_2,49370,1
81077V72158_4,49370,1
88356V72157_1,49370,1
88356V72157_6,49370,1
04211V1677432_1,49380,1
10236V72161_4,49380,1
16219V72812_1,49380,2
21801V72158_2,49380,1
27372V72852_1,49380,2
81077V72158_1,49380,2
81077V72158_2,49380,1
88356V72157_1,49380,1
04300V72813_1,49390,1
16219V72812_1,49390,1
21801V72158_2,49390,1
27372V72852_1,49390,1
81077V72158_1,49390,1
81077V72158_2,49390,1
88356V72157_1,49390,2
04211V1677432_2,49400,1
04300V72813_3,49400,1
10236V72161_1,49400,2
10236V72161_2,49400,1
16219V72812_1,49400,4
16219V72812_3,49400,1
27372V72852_1,49400,1
27372V72852_2,49400,1
81077V72158_1,49400,1
81077V72158_3,49400,1
81077V72158_4,49400,1
88356V72157_1,49400,2
04211V1677432_2,49410,1
10236V72161_1,49410,1
10236V72161_2,49410,1
16219V72812_1,49410,1
16219V72812_2,49410,1
27372V72852_1,49410,1
81077V72158_1,49410,1
81077V72158_2,49410,1
81077V72158_3,49410,1
81077V72158_4,49410,1
88356V72157_1,49410,1
88356V72157_6,49410,1
04211V1677432_1,49420,1
10236V72161_2,49420,1
16219V72812_1,49420,3
16219V72812_3,49420,1
21801V72158_2,49420,1
81077V72158_1,49420,1
81077V72158_4,49420,1
04211V1677432_1,49430,2
04300V72813_1,49430,1
10236V72161_1,49430,1
16219V72812_1,49430,2
16219V72812_2,49430,2
21801V72158_2,49430,1
27372V72852_1,49430,1
81077V72158_3,49430,1
81077V72158_4,49430,1
04211V1677432_2,49440,1
04300V72813_1,49440,1
10236V72161_1,49440,2
10236V72161_2,49440,1
10236V72161_4,49440,1
16219V72812_1,49440,5
16219V72812_2,49440,1
27372V72852_1,49440,1
81077V72158_1,49440,1
81077V72158_3,49440,1
04211V1677432_1,49450,1
16219V72812_1,49450,3
21801V72158_2,49450,1
81077V72158_1,49450,1
81077V72158_3,49450,2
81077V72158_4,49450,1
88356V72157_1,49450,1
04211V1677432_1,49460,1
04211V1677432_2,49460,1
10236V72161_1,49460,2
10236V72161_2,49460,1
16219V72812_1,49460,2
16219V72812_2,49460,1
16219V72812_3,49460,1
21801V72158_1,49460,1
21801V72158_2,49460,1
81077V72158_1,49460,1
81077V72158_4,49460,1
04211V1677432_2,49470,2
10236V72161_2,49470,1
16219V72812_1,49470,1
16219V72812_2,49470,3
21801V72158_1,49470,1
21801V72158_2,49470,1
27372V72852_1,49470,1
81077V72158_1,49470,1
04211V1677432_1,49480,1
04211V1677432_2,49480,1
04300V72813_1,49480,1
16219V72812_1,49480,3
16219V72812_2,49480,2
27372V72852_1,49480,1
81077V72158_1,49480,1
81077V72158_2,49480,1
04211V1677432_2,49490,1
04300V72813_1,49490,1
10236V72161_2,49490,1
16219V72812_1,49490,4
16219V72812_2,49490,1
16219V72812_3,49490,1
81077V72158_1,49490,3
16219V72812_1,49500,2
27372V72852_1,49500,2
81077V72158_1,49500,1
81077V72158_2,49500,1
81077V72158_3,49500,2
81077V72158_4,49500,1
04211V1677432_1,49510,1
04211V1677432_2,49510,1
10236V72161_3,49510,1
16219V72812_2,49510,1
21801V72158_2,49510,2
27372V72852_1,49510,1
27372V72852_2,49510,2
81077V72158_1,49510,1
81077V72158_4,49510,1
88356V72157_1,49510,1
04211V1677432_1,49520,1
04300V72813_1,49520,1
16219V72812_1,49520,1
16219V72812_2,49520,2
21801V72158_2,49520,1
27372V72852_1,49520,1
27372V72852_2,49520,1
81077V72158_1,49520,1
88356V72157_1,49520,1
88356V72157_2,49520,1
88356V72157_6,49520,2
10236V72161_2,49530,1
10236V72161_4,49530,1
16219V72812_1,49530,2
16219V72812_2,49530,2
27372V72852_2,49530,1
81077V72158_1,49530,1
88356V72157_1,49530,1
88356V72157_6,49530,1
10236V72161_1,49540,1
10236V72161_2,49540,2
10236V72161_3,49540,1
10236V72161_4,49540,1
16219V72812_1,49540,2
16219V72812_2,49540,1
27372V72852_1,49540,1
81077V72158_1,49540,1
81077V72158_3,49540,1
88356V72157_1,49540,1
88356V72157_6,49540,1
04211V1677432_1,49550,1
04211V1677432_2,49550,1
04300V72813_1,49550,1
10236V72161_1,49550,1
16219V72812_1,49550,3
16219V72812_2,49550,2
27372V72852_2,49550,1
81077V72158_2,49550,1
04211V1677432_2,49560,1
16219V72812_1,49560,1
16219V72812_2,49560,1
21801V72158_1,49560,1
81077V72158_2,49560,1
81077V72158_3,49560,2
88356V72157_1,49560,1
04300V72813_3,49570,1
10236V72161_2,49570,1
16219V72812_1,49570,2
16219V72812_2,49570,2
16219V72812_3,49570,1
21801V72158_1,49570,1
27372V72852_1,49570,1
81077V72158_1,49570,1
81077V72158_2,49570,1
81077V72158_4,49570,2
88356V72157_1,49570,1
88356V72157_6,49570,1
04211V1677432_2,49580,1
04300V72813_1,49580,1
10236V72161_2,49580,1
16219V72812_1,49580,3
16219V72812_2,49580,1
21801V72158_1,49580,1
21801V72158_2,49580,1
27372V72852_2,49580,2
81077V72158_3,49580,1
88356V72157_1,49580,1
04211V1677432_1,49590,1
04300V72813_1,49590,1
10236V72161_1,49590,1
16219V72812_1,49590,1
16219V72812_2,49590,2
16219V72812_4,49590,1
21801V72158_2,49590,1
27372V72852_1,49590,1
81077V72158_1,49590,1
81077V72158_2,49590,1
81077V72158_3,49590,2
04300V72813_1,49600,1
16219V72812_1,49600,3
16219V72812_2,49600,1
16219V72812_4,49600,1
21801V72158_1,49600,1
27372V72852_1,49600,1
27372V72852_2,49600,1
81077V72158_1,49600,1
88356V72157_1,49600,1
10236V72161_1,49610,1
10236V72161_4,49610,1
16219V72812_2,49610,1
16219V72812_3,49610,1
27372V72852_2,49610,2
81077V72158_4,49610,1
88356V72157_1,49610,3
10236V72161_1,49620,1
16219V72812_1,49620,3
16219V72812_2,49620,1
21801V72158_1,49620,1
21801V72158_2,49620,1
27372V72852_2,49620,2
81077V72158_1,49620,1
81077V72158_2,49620,1
81077V72158_4,49620,1
88356V72157_1,49620,3
88356V72157_6,49620,1
04211V1677432_2,49630,1
04300V72813_1,49630,1
10236V72161_3,49630,1
10236V72161_4,49630,1
16219V72812_1,49630,2
16219V72812_2,49630,3
21801V72158_2,49630,1
27372V72852_1,49630,1
81077V72158_2,49630,1
81077V72158_3,49630,1
88356V72157_1,49630,1
04211V1677432_1,49640,1
04211V1677432_2,49640,2
04300V72813_1,49640,1
10236V72161_1,49640,1
16219V72812_1,49640,2
16219V72812_2,49640,3
21801V72158_2,49640,1
88356V72157_4,49640,1
04211V1677432_1,49650,2
04211V1677432_2,49650,1
10236V72161_1,49650,2
16219V72812_1,49650,2
16219V72812_2,49650,1
27372V72852_2,49650,1
81077V72158_1,49650,1
81077V72158_2,49650,2
88356V72157_4,49650,1
04211V1677432_1,49660,1
10236V72161_2,49660,1
16219V72812_1,49660,1
16219V72812_2,49660,1
21801V72158_2,49660,1
81077V72158_1,49660,1
81077V72158_2,49660,2
81077V72158_4,49660,1
04211V1677432_1,49670,1
04211V1677432_2,49670,1
04300V72813_1,49670,1
10236V72161_2,49670,1
16219V72812_2,49670,2
21801V72158_2,49670,1
27372V72852_1,49670,1
81077V72158_1,49670,1
81077V72158_3,49670,1
88356V72157_1,49670,1
04211V1677432_1,49680,1
10236V72161_1,49680,1
16219V72812_1,49680,2
16219V72812_2,49680,1
21801V72158_2,49680,1
27372V72852_1,49680,1
27372V72852_2,49680,1
81077V72158_2,49680,1
81077V72158_3,49680,1
81077V72158_4,49680,2
88356V72157_1,49680,1
04211V1677432_1,49690,3
04300V72813_1,49690,1
10236V72161_1,49690,1
10236V72161_2,49690,1
16219V72812_1,49690,1
16219V72812_2,49690,1
21801V72158_1,49690,1
27372V72852_1,49690,1
27372V72852_2,49690,1
81077V72158_1,49690,1
88356V72157_1,49690,1
10236V72161_1,49700,1
16219V72812_1,49700,1
16219V72812_2,49700,1
27372V72852_1,49700,1
81077V72158_1,49700,1
04211V1677432_1,49710,1
04211V1677432_2,49710,1
04300V72813_3,49710,1
16219V72812_2,49710,1
27372V72852_2,49710,1
81077V72158_2,49710,1
81077V72158_3,49710,1
04211V1677432_1,49720,1
04211V1677432_2,49720,1
04300V72813_1,49720,1
16219V72812_1,49720,1
16219V72812_2,49720,1
21801V72158_1,49720,1
21801V72158_2,49720,1
27372V72852_1,49720,2
27372V72852_2,49720,1
88356V72157_1,49720,1
04211V1677432_2,49730,1
10236V72161_2,49730,2
16219V72812_1,49730,1
16219V72812_2,49730,1
16219V72812_4,49730,1
21801V72158_1,49730,1
21801V72158_2,49730,1
27372V72852_1,49730,1
27372V72852_2,49730,1
81077V72158_2,49730,1
81077V72158_4,49730,2
88356V72157_1,49730,1
88356V72157_6,49730,1
04211V1677432_2,49740,1
10236V72161_1,49740,1
10236V72161_2,49740,1
10236V72161_3,49740,1
10236V72161_4,49740,1
16219V72812_1,49740,2
16219V72812_2,49740,2
21801V72158_2,49740,1
27372V72852_1,49740,1
81077V72158_1,49740,1
81077V72158_3,49740,1
88356V72157_1,49740,1
88356V72157_6,49740,1
04211V1677432_1,49750,1
04211V1677432_2,49750,1
16219V72812_1,49750,4
16219V72812_2,49750,2
27372V72852_1,49750,1
81077V72158_1,49750,1
81077V72158_2,49750,1
88356V72157_1,49750,1
88356V72157_6,49750,2
04211V1677432_1,49760,1
04300V72813_1,49760,1
04300V72813_3,49760,1
10236V72161_1,49760,1
16219V72812_1,49760,1
16219V72812_2,49760,1
27372V72852_1,49760,1
27372V72852_2,49760,2
81077V72158_1,49760,2
81077V72158_2,49760,1
81077V72158_3,49760,1
88356V72157_1,49760,1
88356V72157_6,49760,3
04211V1677432_1,49770,1
04300V72813_1,49770,1
10236V72161_2,49770,2
16219V72812_1,49770,4
16219V72812_2,49770,1
16219V72812_4,49770,1
81077V72158_1,49770,2
81077V72158_2,49770,1
81077V72158_3,49770,1
88356V72157_1,49770,1
88356V72157_6,49770,1
04211V1677432_2,49780,1
10236V72161_2,49780,1
10236V72161_3,49780,1
16219V72812_1,49780,3
16219V72812_2,49780,2
81077V72158_3,49780,1
88356V72157_6,49780,1
04211V1677432_1,49790,1
16219V72812_1,49790,1
16219V72812_2,49790,2
21801V72158_1,49790,1
21801V72158_2,49790,1
27372V72852_2,49790,1
81077V72158_1,49790,1
81077V72158_4,49790,1
88356V72157_1,49790,1
88356V72157_6,49790,1
04211V1677432_1,49800,1
04211V1677432_2,49800,1
10236V72161_2,49800,1
16219V72812_1,49800,2
16219V72812_2,49800,2
21801V72158_2,49800,1
27372V72852_1,49800,1
88356V72157_1,49800,2
88356V72157_6,49800,2
04300V72813_3,49810,1
10236V72161_1,49810,1
10236V72161_2,49810,1
16219V72812_1,49810,1
16219V72812_2,49810,1
21801V72158_2,49810,1
27372V72852_1,49810,1
81077V72158_1,49810,1
81077V72158_2,49810,2
88356V72157_1,49810,1
88356V72157_6,49810,2
04211V1677432_1,49820,1
16219V72812_1,49820,2
81077V72158_3,49820,1
88356V72157_1,49820,1
88356V72157_6,49820,1
04211V1677432_1,49830,1
04300V72813_1,49830,1
10236V72161_1,49830,2
16219V72812_1,49830,1
16219V72812_2,49830,1
21801V72158_1,49830,1
27372V72852_1,49830,1
81077V72158_1,49830,1
81077V72158_3,49830,1
88356V72157_6,49830,2
04211V1677432_1,49840,1
04300V72813_1,49840,1
10236V72161_1,49840,2
16219V72812_1,49840,2
16219V72812_2,49840,1
16219V72812_3,49840,1
21801V72158_1,49840,1
27372V72852_2,49840,1
81077V72158_4,49840,1
88356V72157_1,49840,1
88356V72157_6,49840,1
04211V1677432_1,49850,1
04211V1677432_2,49850,1
04300V72813_1,49850,1
10236V72161_2,49850,1
10236V72161_3,49850,1
16219V72812_1,49850,2
21801V72158_2,49850,1
27372V72852_1,49850,1
81077V72158_1,49850,1
81077V72158_2,49850,1
81077V72158_3,49850,2
88356V72157_6,49850,1
04211V1677432_1,49860,1
04211V1677432_2,49860,1
10236V72161_2,49860,1
16219V72812_1,49860,1
21801V72158_1,49860,1
21801V72158_2,49860,1
27372V72852_1,49860,1
27372V72852_2,49860,2
81077V72158_2,49860,2
81077V72158_3,49860,1
88356V72157_6,49860,2
04300V72813_1,49870,1
10236V72161_1,49870,1
10236V72161_2,49870,1
16219V72812_1,49870,2
16219V72812_2,49870,1
21801V72158_2,49870,1
27372V72852_1,49870,1
27372V72852_2,49870,1
81077V72158_1,49870,1
81077V72158_2,49870,1
81077V72158_3,49870,1
88356V72157_6,49870,1
04211V1677432_1,49880,1
10236V72161_1,49880,1
10236V72161_2,49880,1
16219V72812_1,49880,3
16219V72812_2,49880,2
21801V72158_2,49880,1
27372V72852_2,49880,1
81077V72158_4,49880,1
88356V72157_6,49880,1
04211V1677432_1,49890,2
04211V1677432_2,49890,1
10236V72161_1,49890,1
16219V72812_1,49890,3
16219V72812_2,49890,2
16219V72812_4,49890,2
27372V72852_1,49890,1
81077V72158_1,49890,1
81077V72158_2,49890,1
04211V1677432_2,49900,2
04300V72813_1,49900,1
